,APELLIDOS Y NOMBRE,BANCADA,REGIÓN,SEDE,Nº CASO,ACTUALIZACIÓN,SITUACIÓN,DELITO
507,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,02º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074502-2015-
0019690000","Jun 16, 2015",CON ARCHIVO (CALIFICA),ABUSO DE AUTORIDAD
508,"PALOMINO SAAVEDRA, ANGÉLICA MARÍA",Morado,Piura,03º Fiscalia Provincial Penal Corporativa De Piura,"02606064503-2014-
0013310000","Jun 12, 2015",CON ARCHIVO (PRELIMINAR),HURTO AGRAVADO (CASA-HABITADA)
509,"PALOMINO SAAVEDRA, ANGÉLICA MARÍA",Morado,Piura,03º Fiscalia Provincial Penal Corporativa De Piura,"02606064503-2011-
0016960000","Jun 12, 2015",CON SOBRESEIMIENTO,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
510,"URRESTI ELERA, DANIEL BELIZARIO",Podemos,Lima,03° Fiscalia Superior En Delitos De Terrorismo,"00505012803-2014-
0000240000","Jun 11, 2015",CON DICTAMEN,HOMICIDIO CALIFICADO (CRUELDAD)
511,"PÉREZ MIMBELA, JHOSEPT AMADO",APP,Ancash,02º Fiscalia Provincial Penal Corporativa De Casma (Ncpp),"03106024502-2015-
0002310000","Jun 10, 2015",CON ARCHIVO (CALIFICA),ABUSO DE AUTORIDAD (NOMBRAMIENTOS ILEGALESXFUNCPUB)
512,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,Arequipa,02º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074502-2015-
0021110000","Jun 5, 2015",CON ARCHIVO (PRELIMINAR),"USURPACION DE AUTORIDAD, TITULOS Y HONORES (USURPACION DE FUNCIONES)"
513,"RIVERA GUERRA, WALTER JESÚS",Acción Popular,Lima,03º Fiscalia Provincial Penal De Santa Anita,"03406010103-2014-
0014160000","Jun 2, 2015",ARCHIVO DEFINITIVO,COACCION
514,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,01º Fiscalia Superior Penal De Apelaciones De Lambayeque,"02406074502-2014-
0021090001","Jun 2, 2015",CONSULTA RESUELTA,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
515,"LIZANA SANTOS, MÁRTIRES",Fuerza Popular,Piura,02º Fiscalia Provincial Mixta Corporativa De Huancabamba,"02606034502-2014-
0000030000","May 28, 2015",CON SOBRESEIMIENTO,CONTRA LA FE PUBLICA (FALSEDAD GENERICA)
516,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios - La Libertad,"02306015500-2015-
0002530000","May 25, 2015",CON INVESTIGACION PRELIMINAR,CORRUPCION DE FUNCIONARIOS (CORRUPCION DE FUNCIONARIO PUBLICO)
517,"PÉREZ MIMBELA, JHOSEPT AMADO",APP,Ancash,02º  Fiscalia Superior Penal De Santa (Ncpp),"03106014501-2015-
0001270001","May 21, 2015",CONSULTA RESUELTA,ABUSO DE AUTORIDAD (NOMBRAMIENTOS ILEGALESXFUNCPUB)
518,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,Arequipa,02º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074502-2015-
0000230000","May 21, 2015",CON ARCHIVO (PRELIMINAR),CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
519,"BENAVIDES GAVIDIA, WALTER",APP,Cajamarca,01º Fiscalía Provincial Penal Corporativa De Cutervo,"02406024501-2014-
0003190000","May 21, 2015",CON SOBRESEIMIENTO,ABUSO DE AUTORIDAD
520,"GARCÍA OVIEDO, PAUL GABRIEL",Acción Popular,Callao,42º Fiscalia Provincial En Lo Penal De Lima,"00506010142-2015-
0000520000","May 18, 2015",ARCHIVO DEFINITIVO,APROPIACION ILICITA(BIENMUEBSUMDINER)
521,"URRESTI ELERA, DANIEL BELIZARIO",Podemos,Lima,Fiscalia Provincial Penal Corporativa De Caraveli,"01506054500-2014-
0001910000","May 15, 2015",CON ARCHIVO (PRELIMINAR),DAÑO AGRAVADO (VIACOMUNDIQUESCANALES)
522,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,02º Fiscalia Superior Penal De Apelaciones De Lambayeque,"02406074501-2013-
0022380001","May 15, 2015",APELACION RESUELTA (EXPEDIENTE),ABUSO DE AUTORIDAD
523,"BENAVIDES GAVIDIA, WALTER",APP,Cajamarca,Fiscalia Provincial Espec. En Delitos De Corrupcion De Funcionarios- Cajamarca(Ncpp),"01706045500-2015-
0001050000","May 13, 2015",DERIVADO (CALIFICA),APROPIACION ILICITA(BIENMUEBSUMDINER)
524,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,1ª Fiscalia Provincial De Prevencion Del Delito Lima- Norte,"00606020606-2009-
0002140000","May 11, 2015",ARCHIVO DEFINITIVO,DELITOS AMBIENTALES
525,"MAQUERA CHAVEZ, HÉCTOR SIMON",UPP,Tacna,Fiscalia Provincial Penal Corporativa De Tacna,"02906014500-2014-
0050670000","May 7, 2015",CON ARCHIVO (PRELIMINAR),LESIONES (CULPOSAS)
526,"ESPINOZA VELARDE, YEREMI ARON",Podemos,Lima,12º Fiscalia Provincial En Lo Penal De Lima,"00506010123-2010-
0002120000","May 5, 2015",CON DICTAMEN,VIOLACION DE DOMICILIO (ALLANAMIENTO ILEGAL)
527,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,08º Fiscalia Provincial Penal Corporativa De Maynas (Ncpp),"02506014508-2015-
0001830000","May 4, 2015",CON ARCHIVO (CALIFICA),HURTO AGRAVADO (EN LA NOCHE)
528,"COLUMBUS MURATA, DIETHELL",Fuerza Popular,Lima,26º Fiscalia Provincial En Lo Penal De Lima,"00506010126-2014-
0002120000","Apr 30, 2015",ARCHIVO DEFINITIVO,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
529,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,01º Fiscalia Provincial De Prevencion Del Delito De Loreto (Ncpp),"02506014901-2015-
0000060000","Apr 20, 2015",CON ARCHIVO DEFINITIVO (INV. PREVEN.),ABUSO DE AUTORIDAD
530,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,1ª Fiscalia Provincial De Prevencion Del Delito Lima- Norte,"00606020606-2009-
0001940000","Apr 17, 2015",CON DICTAMEN,DELITOS AMBIENTALES
531,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,01º Fiscalia Provincial De Prevencion Del Delito De Loreto (Ncpp),"02506014901-2015-
0000170000","Apr 9, 2015",CON ARCHIVO DEFINITIVO (INV. PREVEN.),ABUSO DE AUTORIDAD
532,"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,Fiscalia Provincial Mixta Coorporativa La Victoria,"02406094500-2015-
0004290000","Apr 7, 2015",CON ARCHIVO (CALIFICA),PECULADO (APROPOUTILIZACDECAUDALES)
533,"COLUMBUS MURATA, DIETHELL",Fuerza Popular,Lima,15º Fiscalia Provincial En Lo Penal De Lima,"00506010115-2014-
0006500000","Apr 6, 2015",ARCHIVO DEFINITIVO,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
534,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,01º Fiscalia Superior Penal De Apelaciones De Lambayeque,"02406074502-2014-
0018170001","Mar 31, 2015",CONSULTA RESUELTA,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
535,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,08º Fiscalia Provincial Penal Corporativa De Maynas (Ncpp),"02506014508-2015-
0001860000","Mar 18, 2015",CON INVESTIGACION PRELIMINAR,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
536,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,08º Fiscalia Provincial Penal Corporativa De Maynas (Ncpp),"02506014508-2015-
0001870000","Mar 18, 2015",CON INVESTIGACION PRELIMINAR,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
537,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,08º Fiscalia Provincial Penal Corporativa De Maynas (Ncpp),"02506014508-2015-
0001880000","Mar 18, 2015",CON INVESTIGACION PRELIMINAR,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
538,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,08º Fiscalia Provincial Penal Corporativa De Maynas (Ncpp),"02506014508-2015-
0001890000","Mar 18, 2015",CON INVESTIGACION PRELIMINAR,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
539,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,08º Fiscalia Provincial Penal Corporativa De Maynas (Ncpp),"02506014508-2015-
0001850000","Mar 18, 2015",CON INVESTIGACION PRELIMINAR,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
540,"URRESTI ELERA, DANIEL BELIZARIO",Podemos,Lima,05º Fiscalia Provincial En Lo Penal De Lima,"00506010105-2014-
0005460000","Mar 3, 2015",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD
541,"LAZO VILLÓN, LESLYE CAROL",Acción Popular,Lima,02ºfiscalia Provincial Penal De San .Juan Miraflores,"00506010167-2013-
0005200000","Feb 26, 2015",ARCHIVO DEFINITIVO,ESTAFA
542,"LIZÁRRAGA HOUGHTON, CAROLINA",Morado,Lima,Área Especializada De La Fiscalía De La Nación En Denuncias Contra Magistrados,"00519010100-2013-
0001660000","Feb 24, 2015",RESOLUCION FINAL DE FN,PREVARICATO
543,"BENAVIDES GAVIDIA, WALTER",APP,Cajamarca,01º Fiscalía Provincial Penal Corporativa De Cutervo,"02406024501-2014-
0005050000","Feb 24, 2015",CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD
544,"DIOSES GUZMÁN, LUIS REYMUNDO",Somos Perú,Piura,02º Fiscalia Provincial Penal Corporativa De Paita,"02606054502-2013-
0006670000","Feb 18, 2015",CON RESERVA PROVISIONAL (PRELIMINAR),CONTRA LOS DERECHOS DE AUTOR Y COMPOSITOR (REPRCOMERCIALILICITA DE OBRA)
545,"TITO ORTEGA, ERWIN",Fuerza Popular,Junín,Fiscalía: 13° Fiscalia Provincial Penal Del Callao,N° DENUNCIA: 88-2015,"Feb 16, 2015",DETENCION,FALSIFIACION DOCUMENTARIA
546,"URRESTI ELERA, DANIEL BELIZARIO",Podemos,Lima,Fiscalía Superior Penal De Madre De Dios,"03606014502-2015-
0000720001","Jan 30, 2015",RESUELVE EXCLUSION FISCAL,FRAUDE EN LA ADMINISTRACION DE PERSONA JURIDICA (OCULTVERDADERASITUACION)
547,"LIZANA SANTOS, MÁRTIRES",Fuerza Popular,Piura,02º Fiscalia Provincial Mixta Corporativa De Huancabamba,"02606034502-2014-
0001860000","Jan 22, 2015",CON ARCHIVO (PRELIMINAR),CONTRA LA FE PUBLICA (FALSA CERTIFICACION MEDICA)
548,"QUISPE SUÁREZ, MARIO JAVIER",APP,Piura,02º Fiscalia Provincial Penal Corporativa De Paita,"02606054502-2013-
0003500000","Jan 22, 2015",CON SOBRESEIMIENTO,VIOLACION A LA LIBERTAD AL TRABAJO (IMPEDIMENTOAINTEGRARSINDICATO)
549,"URRESTI ELERA, DANIEL BELIZARIO",Podemos,Lima,Fiscalia Especializada En Materia Ambiental De Madre De Dios(Ncpp),"03606015201-2015-
0000170000","Jan 15, 2015",CON INVESTIGACION PRELIMINAR,DELITOS AMBIENTALES
550,"PINEDO ACHACA, LILIANA ANGÉLICA",Fuerza Popular,Lima Provincias,01° Fiscalia Superior Penal De Cañete(Ncpp),"01106010610-2009-
0001200002","Jan 14, 2015",CON DICTAMEN,ROBO AGRAVADO (DOS O MAS PERSONAS)
551,"URRESTI ELERA, DANIEL BELIZARIO",Podemos,Lima,Fiscalía Superior Penal De Madre De Dios,"03605010101-2015-
0000050001","Jan 13, 2015",CONSULTA PENDIENTE,USURPACION (DESTRUCCIONALTERACLIMITES)
552,"URRESTI ELERA, DANIEL BELIZARIO",Podemos,Lima,Fiscalía Superior Penal De Madre De Dios,"03605010101-2015-
0000060001","Jan 13, 2015",CONSULTA PENDIENTE,ROBO (SIMPLE)
553,"MAQUERA CHAVEZ, HÉCTOR SIMON",UPP,Tacna,Fiscalia Provincial Penal Corporativa De Tacna,"02906014500-2014-
0044260000","Jan 12, 2015",CON ARCHIVO (PRELIMINAR),TERRORISMO (APOLOGIA)
554,"SIMEÓN HURTADO, LUIS CARLOS",Acción Popular,Pasco,03º Fiscalia Provincial Penal Corporativa De Pasco (Ncpp),"03806014503-2014-
0001470000","Jan 9, 2015",CON SOBRESEIMIENTO,COACCION
555,"BENAVIDES GAVIDIA, WALTER",APP,Cajamarca,01º Fiscalía Provincial Penal Corporativa De Cutervo,"02406024501-2014-
0002320000","Jan 9, 2015",CON ARCHIVO (PRELIMINAR),DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
556,"URRESTI ELERA, DANIEL BELIZARIO",Podemos,Lima,Fiscalía Superior Penal De Madre De Dios,"03605010101-2014-
0001400000","Dec 14, 2014",CONSULTA RESUELTA,USURPACION (DESTRUCCIONALTERACLIMITES)
557,"NÚÑEZ SALAS, JOSÉ ANTONIO",Morado,Arequipa,Fiscalia Superior Mixta De Camana,"01505030601-2014-
0003620000","Dec 2, 2014",IMPUGNACION RESUELTA - FISCAL SUPERIOR,USURPACION (DESTRUCCIONALTERACLIMITES)
558,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,08º Fiscalia Provincial Penal Corporativa De Maynas (Ncpp),"02506014508-2014-
0015500000","Dec 1, 2014",CON ARCHIVO (CALIFICA),ESTAFA
559,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,03º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074503-2014-
0029700000","Nov 18, 2014",CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD (NOMBRAMIENTOS ILEGALESXFUNCPUB)
560,"PANTOJA CALVO, RUBEN",UPP,Cusco,01º Fiscalía Provincial Penal Corporativa Del Cusco(Ncpp),"01806114501-2014-
0011580000","Nov 14, 2014",CON ARCHIVO (CALIFICA),ABUSO DE AUTORIDAD
561,"MAQUERA CHAVEZ, HÉCTOR SIMON",UPP,Tacna,Fiscalia Prov. Prev. Delito De Tacna,"02907010900-2014-
0015190000","Oct 24, 2014",CON ARCHIVO DEFINITIVO (INV. PREVEN.),CONTRA LA VIDA/EL CUERPO Y LA SALUD
562,"HIDALGO ZAMALLOA, ALEXANDER",APP,Cusco,02º Fiscalía Provincial Penal Corporativa De La Convención(Ncpp),"01806104502-2013-
0013900000","Oct 22, 2014",CON ACUSACION,ESTAFA (ESTELIONATO)
563,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,01º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074501-2014-
0000110000","Oct 17, 2014",CON ARCHIVO (PRELIMINAR),DELITO DE RETARDO DE JUSTICIA (OMISION DE EJERCACCION PENAL)
564,"COLUMBUS MURATA, DIETHELL",Fuerza Popular,Lima,07º Fiscalia Provincial En Lo Penal De Lima,"00506010107-2013-
0006740000","Oct 14, 2014",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD
565,"URRESTI ELERA, DANIEL BELIZARIO",Podemos,Lima,Fiscalia Provincial Penal Especializada En Materia Ambiental,"00506010170-2014-
0003100000","Oct 9, 2014",DERIVADO,CONTAMINACION DEL AMBIENTE
566,"ESPINOZA VELARDE, YEREMI ARON",Podemos,Lima,02º Fiscalia Superior En Lo Penal De Lima,"00505010102-2014-
0004310001","Oct 6, 2014",CON DICTAMEN,APROPIACION ILICITA(BIENMUEBSUMDINER)
567,"URRESTI ELERA, DANIEL BELIZARIO",Podemos,Lima,Fiscalía Superior Penal De Madre De Dios,"03605010101-2014-
0001350001","Sep 29, 2014",CONSULTA RESUELTA,COACCION
568,"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,Fiscalia Provincial Mixta Coorporativa La Victoria,"02406094500-2013-
0027470000","Sep 24, 2014",CON ARCHIVO (PRELIMINAR),DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
569,"URRESTI ELERA, DANIEL BELIZARIO",Podemos,Lima,Fiscalía Superior Penal De Madre De Dios,"03605010101-2014-
0001260001","Sep 19, 2014",CONSULTA RESUELTA,ABUSO DE AUTORIDAD
570,"GONZALES TUANAMA, CÉSAR",Somos Perú,Ucayali,01º Fiscalia Provincial De Prevencion Del Delito De Coronel Portillo(Ncpp),"03006014901-2014-
0002770000","Sep 17, 2014",CON ARCHIVO DEFINITIVO (INV. PREVEN.),FALSA DENUNCIA
571,"HUAMÁN CHAMPI, JUAN DE DIOS",Frepap,Cusco,02º Fiscalía Provincial Penal De Wanchaq(Ncpp),"01806174502-2013-
0004650000","Sep 17, 2014",CON SOBRESEIMIENTO (JUZGAMIENTO),DELITO DE PELIGRO COMUN (IMPRUDENCCONDUCCIONVEHICULAR)
572,"PUÑO LECARNAQUE, NAPOLEÓN",APP,Tumbes,2º Fiscalia Superior Mixta Transitoria De Liquidacion De Tumbes,"03506090601-2007-
0001040000","Sep 1, 2014",CON DICTAMEN,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
573,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,01º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074501-2014-
0019480000","Aug 28, 2014",CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD
574,"CHEHADE MOYA, OMAR KARIM",APP,Lima,37º Fiscalia Provincial En Lo Penal De Lima,"00506010137-2014-
0000390000","Aug 28, 2014",ARCHIVO DEFINITIVO,DELITOS CONTRA LA FE PUBLICA
575,"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050066","Aug 22, 2014",CON DICTAMEN,HOMICIDIO
576,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,01º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074501-2013-
0003030000","Aug 19, 2014",CON ARCHIVO (CALIFICA),DELITO CONTRA LOS BIENES CULTURALES (DEPREDYACIMIENTOSARQUEOLOGICO)
577,"URRESTI ELERA, DANIEL BELIZARIO",Podemos,Lima,Fiscalía Superior Penal De Madre De Dios,"03605010101-2014-
0000970001","Aug 14, 2014",CONSULTA RESUELTA,COACCION
578,"GONZALES TUANAMA, CÉSAR",Somos Perú,Ucayali,03º Fiscalia Provincial Penal Corporativa De Coronel Portillo(Ncpp),"03006014503-2013-
0003970000","Aug 1, 2014",CON SENTENCIA,OMISION DE ASISTENCIA FAMILIAR (INCUMPLIMOBLIGALIMENTARIA)
579,"GONZALES TUANAMA, CÉSAR",Somos Perú,Ucayali,04º Fiscalia Provincial Penal Corporativa De Coronel Portillo(Ncpp),"03006014504-2012-
0001360001","Jul 25, 2014",CON ARCHIVO (PRELIMINAR),"USURPACION DE AUTORIDAD, TITULOS Y HONORES (EJERCICIO ILEGAL DE PROFESION)"
580,"URRESTI ELERA, DANIEL BELIZARIO",Podemos,Lima,40º Fiscalia Provincial En Lo Penal De Lima,"00506010140-2014-
0001630000","Jul 22, 2014",ARCHIVO DEFINITIVO,CONTRA LA FE PUBLICA (FALSEDAD IDEOLOGICA)
581,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,01º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074501-2013-
0022380000","Jul 22, 2014",CON SOBRESEIMIENTO,ABUSO DE AUTORIDAD
582,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,02º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074502-2014-
0021100000","Jul 18, 2014",EN CALIFICACION (CALIFICA),CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
583,"ESPINOZA VELARDE, YEREMI ARON",Podemos,Lima,55ºfiscalia Provincial En Lo Penal De Lima,"00506010157-2012-
0003950000","Jul 14, 2014",CON DICTAMEN,ESTAFA
584,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,1ª Fiscalia Provincial De Prevencion Del Delito Lima- Norte,"00606020606-2014-
0008290000","Jul 11, 2014",INVESTIGACION,DELITOS AMBIENTALES
585,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,01º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074501-2012-
0027550000","Jul 8, 2014",CON ARCHIVO (PRELIMINAR),DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
586,"TITO ORTEGA, ERWIN",Fuerza Popular,Junín,Fiscalia Provincial Mixta De Tayacaja,"02206060901-2014-
0002880000","Jul 1, 2014",ARCHIVO DEFINITIVO,TRATA DE PERSONAS(LEY 28950)
587,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,01°Fiscalia Provincial Mixta De Puente Piedra,"00606020613-2011-
0005680000","Jun 17, 2014",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
588,"NÚÑEZ SALAS, JOSÉ ANTONIO",Morado,Arequipa,Fiscalia Provincial Penal Corporativa De Pedregal,"01506024502-2014-
0003400000","Jun 13, 2014",CON ARCHIVO (PRELIMINAR),USURPACION
589,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,Fiscalia Superior Penal Transitoria De Lima Norte,"00606020615-2014-
0001260000","Jun 5, 2014",CON DICTAMEN,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
590,"ARAPA ROQUE, JESÚS ORLANDO",Acción Popular,Puno,2ª Fiscalía Provincial Penal Corporativa De Puno(Ncpp),"02706014502-2014-
0004800000","May 29, 2014",CON ARCHIVO (PRELIMINAR),ATENTADOS CONTRA LA PATRIA POTESTAD (SUSTRACCION O RETENCION DE MENOR)
591,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,02º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074502-2014-
0013160000","May 21, 2014",CON ARCHIVO (PRELIMINAR),DELITO CONTRA LA ADMINISTRACION PUBLICA
592,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios - La Libertad,"02306014502-2013-
0014990001","May 8, 2014",CON ARCHIVO (PRELIMINAR),APROPIACION ILICITA(BIENMUEBSUMDINER)
593,"URRESTI ELERA, DANIEL BELIZARIO",Podemos,Lima,Fiscalia Superior Mixta De Camana,"01505030601-2014-
0001810000","May 8, 2014",DERIVADO (CALIFICA),USURPACION (DESTRUCCIONALTERACLIMITES)
594,"SIMEÓN HURTADO, LUIS CARLOS",Acción Popular,Pasco,25º Fiscalia Provincial En Lo Penal De Lima,"00506010125-2012-
0006670000","May 6, 2014",ARCHIVO DEFINITIVO,CONTRA LA FE PUBLICA (FALSIFICACION DOCUMENTARIA)
595,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios - La Libertad,"02306014502-2013-
0014990000","Apr 29, 2014",CON ACUSACION,APROPIACION ILICITA(BIENMUEBSUMDINER)
596,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios - La Libertad,"02306014502-2013-
0014990002","Apr 22, 2014",CON ARCHIVO (PRELIMINAR),APROPIACION ILICITA(BIENMUEBSUMDINER)
597,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2010-
0007350001","Apr 9, 2014",CON DICTAMEN,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
598,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,Arequipa,09º Fiscalia Provincial En Lo Penal De Lima,"00506010109-2013-
0006740000","Apr 7, 2014",ARCHIVO DEFINITIVO,"USURPACION DE AUTORIDAD, TITULOS Y HONORES (USO ILICITO DE INSIGGRADETC)"
599,"ALIAGA PAJARES, GUILLERMO ALEJANDRO ANTONIO",Somos Perú,Lima,Fiscalia Provincial Especializada En Materia Ambiental - Sede Huari,"01306095200-2013-
0000370000","Apr 1, 2014",NO HA LUGAR,CONTRA LOS RECURSOS NATURALES Y MEDIO AMBIENTE (CONTAMINACION AMBIENTAL)
600,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",Acción Popular,Ancash,01º Fiscalia Provincial Penal Corporativa De Leoncio Prado (Ncpp),"02006060101-2010-
0006450000","Mar 27, 2014",CON ARCHIVO (CALIFICA),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD
601,"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,Fiscalia Provincial Mixta Coorporativa La Victoria,"02406094500-2014-
0001480000","Mar 25, 2014",CON ARCHIVO (CALIFICA),COACCION
602,"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050065","Mar 21, 2014",CON DICTAMEN,HOMICIDIO
603,"COLUMBUS MURATA, DIETHELL",Fuerza Popular,Lima,04º Fiscalia Provincial En Lo Penal De Lima,"00506010104-2014-
0001070000","Mar 18, 2014",ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD
604,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios-Loreto,"02506015500-2012-
0002660000","Mar 15, 2014",CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
605,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,02º Fiscalia Provincial Penal Corporativa De Lambayeque,"02406054502-2014-
0002060000","Feb 26, 2014",CON ARCHIVO DEFINITIVO (INV. PREVEN.),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
606,"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,Fiscalia Provincial Mixta Coorporativa La Victoria,"02406094500-2013-
0034340000","Feb 17, 2014",ASIGNADO PNP (PRELIMINAR),ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
607,"QUISPE SUÁREZ, MARIO JAVIER",APP,Piura,02º Fiscalia Provincial Penal Corporativa De Paita,"02606054502-2013-
0003500003","Feb 4, 2014",CON ARCHIVO (PRELIMINAR),APROPIACION ILICITA(BIENMUEBSUMDINER)
608,"ESPINOZA VELARDE, YEREMI ARON",Podemos,Lima,08º Fiscalia Provincial En Lo Penal De Lima,"00506010151-2010-
0005640000","Feb 4, 2014",CON DICTAMEN,CONTRA LA FUNCION JURISDICCIONAL (FRAUDE PROCESAL)
609,"MAQUERA CHAVEZ, HÉCTOR SIMON",UPP,Tacna,Fiscalia Provincial Mixta Corporativa De Alto De La Alianza,"02906010611-2014-
0001700000","Jan 31, 2014",ARCHIVO,MALTRATO FISICO Y SICOLOGICO
610,"URRESTI ELERA, DANIEL BELIZARIO",Podemos,Lima,02º Fiscalia Provincial Penal Supraprovincial De Ayacucho,"01606012802-2008-
0000080000","Jan 27, 2014",CON DICTAMEN,HOMICIDIO
